"","Apparent_Temperature","Cloud_Cover","Dew_Point","Humidity","Pressure","Temperature","Visibility","Wind_Speed","Day_of_week","Hr_of_day","Demand"
"1495",1.43,0.27,-1.36,0.82,1019.14,1.43,16.09,3.78,"wkday","06",15120
"1496",1.09,0.15,-1.3,0.84,1017.85,1.09,15.72,4.07,"wkday","07",16477
"1497",1.57,0.05,-0.59,0.86,1017.4,1.57,15.72,2.06,"wkday","08",16495
"1498",3.29,0.16,0.81,0.84,1016.03,3.29,16.09,4.35,"wkday","09",16215
"1499",3.98,0.69,1.06,0.81,1014.69,3.98,16.09,4.06,"wkday","10",16376
"1500",3.57,0.69,1.56,0.8,1012.46,4.76,16.09,5.7,"wkday","11",16487
"1501",5.47,0.74,1.66,0.76,1011.33,5.47,16.09,2.7,"wkday","12",16692
"1502",5.82,0.92,2.36,0.78,1010.11,5.82,15.82,3.48,"wkday","13",16672
"1503",5.73,0.88,3.24,0.84,1009.63,5.73,13.36,2.9,"wkday","14",16790
"1504",5.84,0.61,4.04,0.88,1009.02,5.84,11.28,2.72,"wkday","15",16912
"1505",5.14,0.7,4.53,0.89,1009.76,6.13,15.16,5.66,"wkday","16",17585
"1506",4.92,0.7,4.12,0.85,1011.06,6.54,14.82,8.14,"wkday","17",18101
"1507",4.08,0.59,3.13,0.8,1012.35,6.24,16.09,10.4,"wkday","18",17804
"1508",3.73,0.78,2.68,0.8,1013.03,5.9,16.09,10.09,"wkday","19",17684
"1509",4.08,0.84,2.56,0.79,1014.13,5.98,16.09,8.95,"wkday","20",17329
"1510",3.87,0.84,2.54,0.78,1015.05,6.03,16.09,10.19,"wkday","21",16690
"1511",4.03,0.35,2.24,0.77,1015.59,5.92,16.09,8.82,"wkday","22",15543
"1512",3.63,0.63,1.84,0.76,1016.14,5.73,16.09,9.58,"wkday","23",14558
"1513",4.1,0.78,1.43,0.74,1016.73,5.61,16.09,7.13,"wkday","00",13665
"1514",3.54,0.77,0.97,0.74,1017.45,5.27,16.09,7.71,"wkday","01",13084
"1515",3.49,0.77,0.83,0.75,1018.4,4.97,16.09,6.66,"wkday","02",12768
"1516",3.62,0.86,0.8,0.75,1019.5,4.94,16.09,6.16,"wkday","03",12746
"1517",4.86,0.95,0.44,0.73,1020.02,4.86,16.09,4.68,"wkday","04",12875
"1518",4.66,0.97,0.37,0.74,1020.95,4.66,16.09,4.43,"wkday","05",13550
"1519",4.57,0.93,0.39,0.74,1021.35,4.57,16.09,3.51,"wkday","06",14875
"1520",4.6,0.93,0.32,0.74,1022.33,4.6,16.09,4.47,"wkday","07",16407
"1521",3.59,0.96,0.17,0.73,1023.04,4.61,16.09,5.17,"wkday","08",16624
"1522",5.14,0.93,0.21,0.7,1023.33,5.14,16.09,4.63,"wkday","09",16582
"1523",5,0.79,-0.71,0.63,1023.99,5.74,16.09,4.84,"wkday","10",16354
"1524",5.07,0.79,-1.48,0.58,1024.13,6.26,16.09,6.37,"wkday","11",15928
"1525",5.88,0.84,-1.65,0.55,1023.81,6.69,16.09,5.38,"wkday","12",15820
"1526",6.46,0.69,-1.46,0.55,1023.73,7.05,16.09,4.92,"wkday","13",15820
"1527",7.43,0.44,-1.44,0.53,1023.75,7.43,16.09,4.38,"wkday","14",15966
"1528",7.11,0.36,-1.08,0.56,1023.75,7.11,16.09,1.56,"wkday","15",16308
"1529",6.53,0.36,-1.28,0.57,1023.49,6.53,16.09,3.06,"wkday","16",17131
"1530",5.38,0.13,-1.16,0.63,1023.72,5.38,16.09,2.82,"wkday","17",17781
"1531",4.53,0.13,-0.7,0.69,1024.38,4.53,16.09,2.77,"wkday","18",17587
"1532",4.04,0.28,-0.47,0.72,1024.63,4.04,16.09,2.19,"wkday","19",17391
"1533",3.56,0.25,-0.63,0.74,1024.48,3.56,16.09,1.59,"wkday","20",17080
"1534",2.74,0.17,-0.61,0.79,1024.41,2.74,16.09,0.16,"wkday","21",16504
"1535",1.99,0.17,-0.7,0.82,1024.17,1.99,16.09,0.34,"wkday","22",15526
"1536",1.9,0.45,-0.57,0.84,1023.93,1.9,16.09,0.69,"wkday","23",14349
"1537",2.75,0.84,-0.01,0.82,1024.27,2.75,16.09,1.9,"wknd","00",13465
"1538",2.91,0.81,-0.27,0.8,1023.98,2.91,16.09,1.42,"wknd","01",12887
"1539",2.54,0.49,-0.36,0.81,1023.92,2.54,16.09,0.98,"wknd","02",12595
"1540",2.1,0.37,-0.23,0.85,1024,2.1,16.09,0.35,"wknd","03",12493
"1541",1.51,0.3,-0.36,0.87,1023.43,1.51,16.09,0.18,"wknd","04",12526
"1542",1.48,0.24,-0.41,0.87,1023.31,1.48,16.09,1.19,"wknd","05",12790
"1543",1.04,0.21,-0.94,0.87,1023.35,1.04,16.09,1.19,"wknd","06",13437
"1544",1.03,0.3,-0.87,0.87,1023.4,1.03,16.09,0.4,"wknd","07",14319
"1545",1.52,0.49,-0.47,0.87,1023.43,1.52,15.72,0.47,"wknd","08",15055
"1546",2.32,0.78,0.13,0.85,1023.55,2.32,15.39,0.4,"wknd","09",15581
"1547",3.47,0.33,0.97,0.84,1023.77,3.47,16.09,0.66,"wknd","10",15756
"1548",4.56,0.23,1.12,0.78,1023.73,4.56,15.8,0.61,"wknd","11",15514
"1549",5.44,0.7,1.4,0.75,1022.57,5.44,16.09,0.82,"wknd","12",15124
"1550",6.48,0.82,1.72,0.72,1021.93,6.48,16.09,2.53,"wknd","13",14813
"1551",5.92,0.29,1.74,0.7,1020.99,6.75,15.93,5.49,"wknd","14",14697
"1552",5.01,0.29,1.68,0.75,1021,5.84,16.09,5.13,"wknd","15",15002
"1553",5.24,0.29,1.53,0.77,1020.77,5.24,16.09,4.09,"wknd","16",16086
"1554",4.43,0.15,1.54,0.82,1021.17,4.43,15.93,1.79,"wknd","17",17048
"1555",4.21,0.63,1.93,0.85,1021.01,4.21,14.47,2.14,"wknd","18",16535
"1556",4.08,0.68,1.99,0.86,1021.54,4.08,11.44,1.63,"wknd","19",15952
"1557",4.21,0.65,2.09,0.86,1021.39,4.21,10.91,1.95,"wknd","20",15548
"1558",4.14,0.25,2.14,0.87,1021.15,4.14,10.77,1.46,"wknd","21",15136
"1559",4,0.17,1.95,0.86,1020.83,4,8.56,1.59,"wknd","22",14357
"1560",3.71,0.42,2.04,0.89,1020.61,3.71,7.35,2.4,"wknd","23",13505
"1561",3.67,0.77,2.07,0.89,1020.43,3.67,7.37,2.49,"wknd","00",12880
"1562",3.69,0.96,2.18,0.9,1020.01,3.69,7.37,2.12,"wknd","01",12509
"1563",3.25,0.78,1.87,0.91,1020.14,3.25,5.87,0.97,"wknd","02",12236
"1564",2.67,0.45,1.38,0.91,1020.33,2.67,4.52,1.82,"wknd","03",12093
"1565",1.83,0.24,0.71,0.92,1020.08,1.83,3.6,1.85,"wknd","04",12151
"1566",1.52,0.24,0.57,0.93,1019.73,1.52,2.29,1.96,"wknd","05",12491
"1567",1.18,0.81,0.03,0.92,1020.07,1.18,2.29,0.11,"wknd","06",12984
"1568",1.48,0.41,0.4,0.93,1020.07,1.48,1.95,0.92,"wknd","07",13633
"1569",1.39,0.32,0.34,0.93,1020.55,1.39,0.55,1.09,"wknd","08",14136
"1570",2.14,0.51,1.47,0.95,1020.99,2.14,0.48,0.21,"wknd","09",14357
"1571",3.19,0.9,2.36,0.94,1021.41,3.19,0.63,1.5,"wknd","10",14357
"1572",4.12,0.8,3.18,0.94,1021.51,4.12,0.93,1.26,"wknd","11",14318
"1573",5.23,0.68,3.88,0.91,1021.22,5.23,3.6,1.35,"wknd","12",14227
"1574",6.29,0.53,3.77,0.84,1021.02,6.29,11.27,1.37,"wknd","13",14227
"1575",6.8,0.28,3.47,0.79,1020.72,6.8,16.09,1.19,"wknd","14",14372
"1576",6.09,0.56,3.44,0.83,1021.1,6.09,9.67,0.85,"wknd","15",14960
"1577",6.32,0.34,3.08,0.8,1021.87,6.32,16.09,1.29,"wknd","16",16309
"1578",5.29,0.27,2.58,0.83,1022.09,5.29,10.06,1.9,"wknd","17",17377
"1579",4.76,0.35,2.28,0.84,1023.05,4.76,9.98,2.27,"wknd","18",17064
"1580",4.83,0.65,1.96,0.82,1023.69,4.83,15.64,3.33,"wknd","19",16790
"1581",3.97,0.14,1.21,0.82,1024.2,3.97,16,3.54,"wknd","20",16448
"1582",3.16,0.05,0.72,0.84,1024.42,3.16,15.96,2.11,"wknd","21",15870
"1583",2.11,0.08,0.11,0.87,1024.43,2.11,16,0.95,"wknd","22",14973
"1584",1.34,0.07,-0.31,0.89,1024.78,1.34,15.48,0.84,"wknd","23",14002
"1585",0.53,0.01,-0.92,0.9,1025.2,0.53,11.94,0.8,"wkday","00",13363
"1586",0.17,0.02,-1.18,0.91,1024.87,0.17,6.15,0.93,"wkday","01",12780
"1587",-0.42,0.04,-1.67,0.91,1024.95,-0.42,15.96,0.45,"wkday","02",12529
"1588",-0.31,0.26,-0.64,0.98,1025.35,-0.31,9.64,0.5,"wkday","03",12491
"1589",-0.22,0.35,-1.46,0.91,1025.91,-0.22,6.84,0.76,"wkday","04",12812
"1590",0.32,0.25,-0.48,0.94,1025.95,0.32,5.41,2.03,"wkday","05",13597
"1591",0.34,0.65,-0.11,0.97,1025.67,0.34,8.06,0.31,"wkday","06",14893
"1592",0.85,0.94,0.58,0.98,1026.07,0.85,3.83,0.76,"wkday","07",16496
"1593",2.2,0.81,1.47,0.95,1026.01,2.2,2.3,3.52,"wkday","08",16639
"1594",2.08,0.93,2.48,0.95,1025.59,3.16,1.01,4.84,"wkday","09",16580
"1595",2.41,0.92,3.42,0.95,1025.31,4.21,1.67,7.29,"wkday","10",16426
"1596",3.13,0.78,4.19,0.94,1023.99,5.11,3.52,8.56,"wkday","11",16336
"1597",5.32,0.29,4.45,0.88,1023.07,6.29,5.52,5.71,"wkday","12",16113
"1598",5.41,0.2,3.72,0.83,1021.17,6.47,8.87,6.08,"wkday","13",16021
"1599",5.09,0.17,3.52,0.81,1019.98,6.61,9.16,7.81,"wkday","14",16379
"1600",4.38,0.37,3.09,0.8,1018.96,6.27,10.07,9.14,"wkday","15",16554
"1601",4.49,0.94,3.17,0.8,1018.07,6.34,13.15,9,"wkday","16",17426
"1602",4.85,0.84,3.38,0.8,1017.75,6.55,15.26,8.5,"wkday","17",18306
"1603",5.5,0.79,3.43,0.79,1016.76,6.83,15.74,7.19,"wkday","18",17918
"1604",6.18,0.62,3.39,0.77,1015.85,7.15,16.09,6.1,"wkday","19",17604
"1605",6.7,0.28,3.27,0.74,1014.41,7.7,16.09,6.49,"wkday","20",17194
"1606",7.16,0.38,3.01,0.71,1013.18,7.99,16.09,6.07,"wkday","21",16381
"1607",7.53,0.64,3.26,0.72,1012.8,8.08,16.09,5.2,"wkday","22",15213
"1608",7.06,0.32,3.76,0.73,1012.16,8.31,15.72,7.87,"wkday","23",13978
"1609",7.36,0.67,4.54,0.77,1011.53,8.27,15.58,6.5,"wkday","00",13148
"1610",7.23,0.66,5.26,0.83,1010.59,7.98,13.23,5.76,"wkday","01",12732
"1611",6.88,0.81,5.21,0.83,1010.22,7.94,12.44,6.86,"wkday","02",12493
"1612",6.6,0.94,5.32,0.83,1009.35,8.02,16.09,8.43,"wkday","03",12374
"1613",6.39,0.8,5.54,0.88,1008.82,7.4,9.37,6.34,"wkday","04",12489
"1614",6.19,0.78,6.09,0.9,1007.72,7.68,15.37,8.47,"wkday","05",13036
"1615",7.01,0.4,6.27,0.9,1007.37,7.88,14.37,6.15,"wkday","06",14376
"1616",6.5,0.72,6.58,0.92,1007.06,7.81,11.56,7.74,"wkday","07",15836
"1617",6.38,0.89,7.04,0.92,1006.47,8.22,14.19,10.77,"wkday","08",16419
"1618",6.62,0.98,7.06,0.89,1006.03,8.72,15.06,13.02,"wkday","09",16439
"1619",8.03,1,7.79,0.89,1005.68,9.53,16.09,10.25,"wkday","10",16497
"1620",8.25,1,7.88,0.88,1004.79,9.81,16.09,10.99,"wkday","11",16476
"1621",10.08,0.4,7.93,0.87,1004.29,10.08,16.09,10.59,"wkday","12",16267
"1622",10.12,0.19,5.25,0.72,1004.07,10.12,16.09,16.24,"wkday","13",16226
"1623",8.21,0.1,4.26,0.71,1004.12,9.23,16.09,7.56,"wkday","14",16402
"1624",7,0.12,3.3,0.71,1003.88,8.32,16.09,8.22,"wkday","15",16685
"1625",6.29,0.14,2.49,0.7,1003.58,7.66,16.09,7.92,"wkday","16",17483
"1626",5.24,0.59,1.32,0.67,1004.11,7.12,16.09,9.78,"wkday","17",18170
"1627",4.32,0.63,0.78,0.67,1004.39,6.44,16.09,10.38,"wkday","18",17946
"1628",3.16,0.64,-1.2,0.62,1005.61,5.56,16.09,10.91,"wkday","19",17785
"1629",2.34,0.66,-1.83,0.62,1006.1,4.72,16.09,10.01,"wkday","20",17430
"1630",0.68,0.33,-5.04,0.52,1007.35,3.81,16.09,12.83,"wkday","21",16803
"1631",-0.12,0.3,-6.86,0.51,1008.64,2.17,16.09,7.82,"wkday","22",15721
"1632",-1.51,0.62,-7.6,0.5,1009.25,1.6,16.09,10.53,"wkday","23",14412
"1633",-2.25,0.33,-7.87,0.51,1009.64,1.13,16.09,11.25,"wkday","00",13778
"1634",-2.49,0.15,-8.2,0.52,1009.56,0.49,16.09,9.19,"wkday","01",13347
"1635",-2.78,0.15,-7.14,0.57,1010.01,0.35,16.09,9.64,"wkday","02",13107
"1636",-2.61,0.61,-7.91,0.54,1010.28,0.21,16.09,8.45,"wkday","03",13050
"1637",-2.39,0.61,-8.73,0.51,1010.22,0.09,16.09,7.32,"wkday","04",13285
"1638",-3,0.07,-9.21,0.51,1010.33,-0.26,16.09,7.95,"wkday","05",13869
"1639",-3.87,0.03,-8.56,0.55,1010.86,-0.74,16.09,8.88,"wkday","06",15154
"1640",-4.39,0.03,-8.49,0.57,1010.92,-1.14,16.09,9.06,"wkday","07",16693
"1641",-3.89,0.03,-8.59,0.57,1010.95,-1.24,16.09,7.18,"wkday","08",16693
"1642",-3.71,0.03,-8.69,0.54,1010.88,-0.5,16.09,9.32,"wkday","09",16054
"1643",-2.6,0.03,-8.7,0.5,1010.59,0.64,16.09,10.3,"wkday","10",15743
"1644",-0.81,0.03,-9.03,0.45,1010.16,1.64,16.09,8.06,"wkday","11",15682
"1645",-0.68,0.03,-9.31,0.41,1009.6,2.53,16.09,11.76,"wkday","12",15697
"1646",0.07,0.13,-8.8,0.41,1009.17,3.06,16.09,11.23,"wkday","13",15799
"1647",0.01,0.67,-8.32,0.43,1009.03,3.03,16.09,11.39,"wkday","14",16265
"1648",0.43,0.93,-7.39,0.47,1009.07,2.88,16.09,8.87,"wkday","15",16895
"1649",0.64,0.86,-6.81,0.49,1009,2.91,16.09,8.22,"wkday","16",17937
"1650",0.12,0.84,-6.12,0.52,1009.07,2.87,16.09,10.01,"wkday","17",18780
"1651",0.45,0.84,-5.63,0.54,1009.27,2.81,16.09,8.43,"wkday","18",18669
"1652",0.36,0.7,-5.12,0.56,1009.64,2.76,16.09,8.55,"wkday","19",18631
"1653",0.06,0.37,-5.17,0.56,1010.04,2.68,16.09,9.37,"wkday","20",18215
"1654",-0.08,0.7,-5.04,0.59,1010.55,2.21,16.09,7.84,"wkday","21",17215
"1655",-1.26,0.67,-4.85,0.62,1011.16,1.61,16.09,9.53,"wkday","22",16066
"1656",-1.63,0.7,-5.51,0.61,1011.7,1.16,16.09,8.95,"wkday","23",14975
"1657",-1.99,0.33,-5.74,0.62,1012.04,0.77,16.09,8.58,"wkday","00",14234
"1658",-2.14,0.84,-6.12,0.62,1012.06,0.37,16.09,7.53,"wkday","01",13688
"1659",-3.59,0.93,-6.23,0.63,1012.33,-0.03,16.09,11.01,"wkday","02",13619
"1660",-3.62,1,-6.43,0.62,1012.69,-0.06,16.09,10.99,"wkday","03",13499
"1661",-2.88,1,-6.41,0.62,1012.66,-0.11,16.09,8.14,"wkday","04",13540
"1662",-3.94,0.96,-6.01,0.65,1012.41,-0.24,16.09,11.41,"wkday","05",14212
"1663",-3.64,0.84,-5.87,0.66,1012.49,-0.27,16.09,10.09,"wkday","06",15806
"1664",-3.67,0.61,-5.7,0.67,1012.82,-0.4,16.09,9.62,"wkday","07",17315
"1665",-3.13,0.61,-5.62,0.68,1012.8,-0.44,16.09,7.66,"wkday","08",17484
"1666",-3.77,0.63,-5.47,0.68,1013.04,-0.31,14.58,10.38,"wkday","09",17278
"1667",-3.53,0.63,-6.21,0.64,1013.14,-0.22,16.09,9.87,"wkday","10",17268
"1668",-2.85,0.2,-6.52,0.61,1013.13,0.09,16.09,8.77,"wkday","11",17065
"1669",-3.65,0.24,-7.33,0.56,1012.4,0.39,16.09,13.65,"wkday","12",16737
"1670",-3.86,0.23,-7.66,0.55,1011.84,0.31,16.09,14.16,"wkday","13",16902
"1671",-2.89,0.16,-7.5,0.55,1011.54,0.47,16.09,10.65,"wkday","14",16830
"1672",-3.53,0.26,-7.51,0.55,1011.97,0.47,16.09,13.5,"wkday","15",17028
"1673",-3.59,0.14,-8.31,0.54,1012.24,-0.21,16.09,10.17,"wkday","16",18262
"1674",-4.27,0.59,-7.91,0.59,1012.65,-0.89,16.09,9.66,"wkday","17",19094
"1675",-4.87,0.77,-7.62,0.62,1013.17,-1.32,16.09,9.99,"wkday","18",18788
"1676",-5.49,0.22,-7.21,0.66,1013.8,-1.68,16.09,10.69,"wkday","19",18756
"1677",-4.82,0.14,-6.87,0.69,1014.16,-1.96,16.09,7.42,"wkday","20",18259
"1678",-4.38,0.14,-6.82,0.7,1014.36,-2.18,16.09,5.7,"wkday","21",17708
"1679",-5.2,0.27,-7.23,0.69,1014.73,-2.28,16.09,7.45,"wkday","22",16508
"1680",-5.12,0.28,-7.44,0.66,1014.64,-1.98,16.09,8.19,"wkday","23",15274
"1681",-4.83,0.2,-7.49,0.65,1014.2,-1.86,16.09,7.77,"wkday","00",14502
"1682",-4.99,0.63,-7.98,0.63,1013.93,-1.88,16.09,8.19,"wkday","01",14096
"1683",-6.16,0.82,-8.85,0.6,1013.55,-2.13,16.09,11.18,"wkday","02",13896
"1684",-5.38,0.78,-9.8,0.56,1014.19,-2.22,16.09,8.13,"wkday","03",13785
"1685",-5.66,0.82,-9.59,0.58,1014.61,-2.44,16.09,8.19,"wkday","04",13786
"1686",-5.93,0.83,-10.17,0.56,1014.45,-2.54,16.09,8.66,"wkday","05",14507
"1687",-5.79,1,-9.58,0.58,1013.88,-2.38,16.09,8.82,"wkday","06",15888
"1688",-6.17,1,-8.98,0.61,1013.78,-2.45,16.09,9.8,"wkday","07",17313
"1689",-6.22,1,-8.73,0.62,1014.04,-2.43,16.09,10.07,"wkday","08",17509
"1690",-5.79,0.93,-8.53,0.62,1014.08,-2.14,16.09,9.77,"wkday","09",17252
"1691",-5.1,0.93,-8.17,0.6,1013.61,-1.44,16.09,10.32,"wkday","10",16843
"1692",-4.28,0.84,-7.99,0.58,1013.49,-0.77,16.09,10.25,"wkday","11",16721
"1693",-3.68,0.62,-6.76,0.6,1012.15,-0.02,16.09,11.46,"wkday","12",16578
"1694",-3.14,0.3,-6.56,0.6,1010.79,0.3,16.09,10.83,"wkday","13",16634
"1695",-2.51,0.82,-6.28,0.59,1010.23,0.76,16.09,10.49,"wkday","14",16865
"1696",-2.69,0.74,-6.19,0.59,1010.41,0.88,16.09,11.86,"wkday","15",17226
"1697",-2.57,0.23,-6.79,0.57,1010.46,0.64,16.09,10.17,"wkday","16",18188
"1698",-2.42,0.33,-8.29,0.52,1011.18,0.52,16.09,9.06,"wkday","17",18988
"1699",-2.69,0.65,-8.85,0.52,1011.57,-0.08,16.09,7.64,"wkday","18",18635
"1700",-3.06,0.62,-9.66,0.5,1011.89,-0.51,16.09,7.23,"wkday","19",18511
"1701",-3.46,0.7,-9.81,0.5,1011.4,-0.79,16.09,7.44,"wkday","20",18292
"1702",-3.52,0.7,-9.64,0.5,1012.17,-0.57,16.09,8.42,"wkday","21",17577
"1703",-2.94,0.95,-9.86,0.49,1011.78,-0.54,16.09,6.79,"wkday","22",16545
"1704",-3.23,0.51,-9.36,0.5,1011.84,-0.29,16.09,8.56,"wkday","23",15391
"1705",-2.21,0.83,-9.63,0.49,1011.67,-0.27,16.09,5.73,"wknd","00",14567
"1706",-2.74,1,-9.46,0.5,1011.09,-0.27,16.09,7.1,"wknd","01",14045
"1707",-2.39,1,-9.38,0.5,1011.19,-0.23,16.09,6.31,"wknd","02",13617
"1708",-2.89,1,-9.54,0.49,1011.25,-0.26,16.09,7.6,"wknd","03",13422
"1709",-0.22,1,-9.43,0.5,1010.68,-0.22,16.09,4.31,"wknd","04",13561
"1710",-0.55,0.88,-9.36,0.51,1010.32,-0.55,16.09,3.52,"wknd","05",13795
"1711",-0.39,0.72,-8.41,0.55,1010.39,-0.39,16.09,4.28,"wknd","06",14399
"1712",0.06,0.8,-7.78,0.56,1010.17,0.06,16.09,4.39,"wknd","07",15206
"1713",-1.54,0.94,-6.46,0.6,1010.28,0.39,16.09,5.94,"wknd","08",16000
"1714",-2.21,0.67,-4.53,0.68,1010.38,0.68,16.09,8.93,"wknd","09",16581
"1715",-1.38,0.61,-4.36,0.68,1010.29,0.83,16.09,6.89,"wknd","10",16770
